ts,service,region,tenant,requests,errors,p50_ms,p95_ms,p99_ms,bytes_in,bytes_out
2026-07-11T19:57:00Z,exporter,eu-central-1,t-01503,6920,38,44.46,111.52,210.45,11635645,26841887
2026-07-11T19:01:00Z,alerting,us-east-1,t-03873,10912,161,29.01,75.34,142.51,14409724,35674307
2026-07-11T19:12:00Z,exporter,us-east-1,t-03452,9920,42,64.65,126.06,225.35,13577045,71321106
2026-07-11T19:44:00Z,alerting,eu-central-1,t-02880,8788,125,39.88,95.93,185.56,9495236,12595529
2026-07-11T19:24:00Z,query-api,us-west-2,t-02621,11595,120,25.96,56.37,112.69,16343864,62301059
2026-07-11T19:43:00Z,alerting,eu-central-1,t-03948,4512,47,58.26,108.42,183.19,7151708,21219254
2026-07-11T19:19:00Z,alerting,us-east-1,t-02495,11255,134,57.44,146.36,301.08,15588704,17910416
2026-07-11T19:03:00Z,exporter,eu-central-1,t-03440,7497,26,67.29,160.48,310.98,4106651,25306421
2026-07-11T19:30:00Z,exporter,us-west-2,t-02751,1918,13,69.92,177.00,301.09,1911078,5156070
2026-07-11T19:26:00Z,exporter,us-west-2,t-00151,1239,4,65.65,141.63,232.28,715176,5938410
2026-07-11T19:42:00Z,billing,ap-southeast-2,t-01094,5704,49,60.67,151.09,271.91,6778002,35376571
2026-07-11T19:47:00Z,billing,eu-central-1,t-01119,4770,3,20.81,40.87,56.92,8757232,27294629
2026-07-11T19:40:00Z,alerting,us-west-2,t-03819,11684,170,38.94,79.99,164.68,17462168,34991187
2026-07-11T19:40:00Z,ingest-api,us-west-2,t-01355,9547,24,22.58,41.35,54.16,23005786,70592750
2026-07-11T19:50:00Z,exporter,eu-central-1,t-01261,10290,57,51.04,125.99,255.18,6133510,49205227
2026-07-11T19:15:00Z,exporter,ap-southeast-2,t-02368,4234,22,27.92,69.87,118.06,2421773,20419003
2026-07-11T19:01:00Z,alerting,eu-central-1,t-03714,11596,58,50.25,107.19,177.86,6898086,58207671
2026-07-11T19:52:00Z,ingest-api,us-east-1,t-01652,752,2,69.90,174.83,305.12,1436568,5431078
2026-07-11T19:32:00Z,alerting,ap-southeast-2,t-02795,9562,29,63.83,132.15,217.38,19700459,60065943
2026-07-11T19:46:00Z,query-api,ap-southeast-2,t-03470,7648,88,21.90,40.77,74.11,14849078,46484888
2026-07-11T19:04:00Z,exporter,ap-southeast-2,t-02098,5590,70,78.63,183.90,241.13,6616437,12567313
2026-07-11T19:21:00Z,exporter,eu-central-1,t-02779,7040,85,59.27,154.04,201.19,7045672,15514651
2026-07-11T19:56:00Z,query-api,eu-central-1,t-02318,1132,8,53.98,146.86,288.40,2909887,3139446
2026-07-11T19:44:00Z,billing,us-west-2,t-00986,2911,41,74.99,167.77,313.68,1749792,11939996
2026-07-11T19:53:00Z,alerting,ap-southeast-2,t-01292,1353,10,57.72,123.47,255.37,3242017,9486053
2026-07-11T19:36:00Z,alerting,us-west-2,t-00894,11036,152,21.61,48.88,96.02,23728487,66453614
2026-07-11T19:23:00Z,billing,us-east-1,t-03747,829,0,63.84,163.05,341.82,688873,6039412
2026-07-11T19:55:00Z,exporter,us-west-2,t-00783,10143,58,77.37,214.89,318.55,6312036,40893744
2026-07-11T19:31:00Z,exporter,us-west-2,t-00183,2615,35,69.88,162.74,230.83,2374698,17062287
2026-07-11T19:05:00Z,ingest-api,us-east-1,t-00384,7742,64,69.00,137.85,228.58,12034571,42529664
2026-07-11T19:20:00Z,exporter,us-east-1,t-02628,6505,26,25.35,65.48,120.34,9923648,34242471
2026-07-11T19:19:00Z,billing,us-west-2,t-02796,4182,58,36.27,73.58,125.10,2076306,9575168
2026-07-11T19:23:00Z,query-api,us-east-1,t-00091,5755,70,50.08,132.76,195.39,12397665,9516415
2026-07-11T19:32:00Z,exporter,us-east-1,t-02394,10658,112,51.83,145.09,302.73,9036726,67495724
2026-07-11T19:50:00Z,query-api,eu-central-1,t-03761,6587,19,39.42,109.19,166.97,8157659,12389315
2026-07-11T19:32:00Z,ingest-api,ap-southeast-2,t-03749,2788,9,63.99,160.43,216.34,2166032,8860030
2026-07-11T19:35:00Z,query-api,us-east-1,t-02529,10298,116,64.09,150.26,238.64,21792343,21253001
2026-07-11T19:32:00Z,exporter,us-east-1,t-00776,4904,8,27.62,72.44,111.04,8317339,32038684
2026-07-11T19:56:00Z,query-api,us-west-2,t-00581,2411,4,70.47,131.05,190.74,1311932,5544020
2026-07-11T19:37:00Z,billing,eu-central-1,t-00993,877,10,39.12,76.05,122.02,2006077,5798116
2026-07-11T19:43:00Z,ingest-api,us-east-1,t-03791,7862,63,76.17,198.43,333.38,16266590,21516242
2026-07-11T19:53:00Z,alerting,us-east-1,t-03123,9143,81,33.01,79.55,135.71,8928694,32169965
2026-07-11T19:19:00Z,alerting,us-east-1,t-01696,4417,58,48.67,101.56,194.29,6772670,7626304
2026-07-11T19:05:00Z,billing,ap-southeast-2,t-01668,10093,140,79.82,159.63,232.01,7826192,60301467
2026-07-11T19:21:00Z,alerting,ap-southeast-2,t-00317,1111,13,56.78,124.29,227.28,475458,2789426
2026-07-11T19:48:00Z,alerting,us-east-1,t-03597,3132,8,65.75,136.07,242.62,8140611,21633298
2026-07-11T19:08:00Z,exporter,us-east-1,t-03051,1262,2,68.10,143.83,299.72,1502037,3234086
2026-07-11T19:12:00Z,alerting,us-east-1,t-02365,10038,24,43.47,108.50,142.97,20448734,28119817
2026-07-11T19:17:00Z,alerting,us-east-1,t-03761,11294,110,35.38,93.67,154.60,11127142,52180863
2026-07-11T19:19:00Z,query-api,us-east-1,t-03222,8702,125,57.91,121.35,224.01,8427239,28101115
2026-07-11T19:22:00Z,ingest-api,us-west-2,t-01138,11910,26,23.15,41.71,69.01,30809625,34201750
2026-07-11T19:01:00Z,exporter,ap-southeast-2,t-01478,4458,8,61.50,151.21,294.20,3092976,26155534
2026-07-11T19:26:00Z,alerting,us-west-2,t-01699,11903,177,78.86,152.04,220.94,30687494,25007440
2026-07-11T19:02:00Z,query-api,ap-southeast-2,t-02351,2987,36,57.11,156.33,327.59,4905930,12675764
2026-07-11T19:43:00Z,query-api,ap-southeast-2,t-03695,9766,41,21.44,58.01,76.39,4005508,39930824
2026-07-11T19:36:00Z,ingest-api,us-east-1,t-03440,6714,16,53.62,135.37,250.18,3667399,29479084
2026-07-11T19:49:00Z,ingest-api,us-east-1,t-00930,5052,46,70.78,164.11,298.04,8986286,35514338
2026-07-11T19:23:00Z,ingest-api,ap-southeast-2,t-02961,5708,3,67.31,127.92,259.92,13074573,35373579
2026-07-11T19:34:00Z,exporter,us-east-1,t-03331,2920,13,45.74,107.20,181.06,3757408,17474854
2026-07-11T19:29:00Z,exporter,eu-central-1,t-03022,9838,118,20.46,51.19,80.40,9703934,19061054
2026-07-11T19:56:00Z,billing,ap-southeast-2,t-03284,4097,31,21.69,42.98,70.27,4695131,30597292
2026-07-11T19:06:00Z,ingest-api,eu-central-1,t-03500,1335,15,35.57,78.08,124.14,805542,2497162
2026-07-11T19:23:00Z,alerting,us-east-1,t-00513,5554,8,52.85,140.86,280.62,7344966,34462018
2026-07-11T19:13:00Z,alerting,eu-central-1,t-02885,11495,38,48.70,104.18,175.82,24068519,24351934
2026-07-11T19:41:00Z,ingest-api,ap-southeast-2,t-00900,1091,1,36.05,91.94,189.97,796932,3140071
2026-07-11T19:11:00Z,exporter,eu-central-1,t-01949,7923,75,66.50,120.11,193.95,13926890,42417831
2026-07-11T19:04:00Z,alerting,us-east-1,t-03356,10580,68,32.25,73.64,119.53,23491178,31790960
2026-07-11T19:46:00Z,alerting,us-west-2,t-02577,11156,15,57.74,137.93,221.67,26723226,23189404
2026-07-11T19:29:00Z,ingest-api,eu-central-1,t-02886,631,9,35.82,90.58,145.96,1055680,3330704
2026-07-11T19:52:00Z,billing,eu-central-1,t-03793,7452,110,60.94,128.44,265.49,5890135,26797612
2026-07-11T19:40:00Z,billing,eu-central-1,t-00650,4570,52,42.29,99.28,154.71,2260547,6832648
2026-07-11T19:52:00Z,query-api,eu-central-1,t-02155,7802,55,51.96,141.62,236.94,9487064,30183421
2026-07-11T19:16:00Z,exporter,us-east-1,t-02318,637,4,76.17,188.78,259.66,437923,2491620
2026-07-11T19:24:00Z,exporter,ap-southeast-2,t-00597,7473,93,30.38,66.54,89.46,11829200,15489540
2026-07-11T19:39:00Z,billing,us-west-2,t-01562,9050,49,76.76,166.07,320.02,13078278,45438618
2026-07-11T19:37:00Z,exporter,ap-southeast-2,t-00626,5467,62,37.67,86.82,143.49,2725367,5978381
2026-07-11T19:28:00Z,billing,ap-southeast-2,t-01510,7661,71,63.60,141.42,189.44,7415815,12933025
2026-07-11T19:29:00Z,exporter,us-east-1,t-01855,2872,2,73.64,200.85,383.04,1469318,20718549
2026-07-11T19:37:00Z,alerting,us-west-2,t-00452,3198,15,49.61,95.29,180.31,7379913,7003957
2026-07-11T19:15:00Z,alerting,ap-southeast-2,t-02390,929,9,38.77,78.07,132.48,1413699,1794653
2026-07-11T19:20:00Z,exporter,us-east-1,t-02487,9258,36,41.77,107.10,158.94,16776236,20183692
2026-07-11T19:41:00Z,billing,us-east-1,t-03827,5575,65,37.52,69.38,138.33,10954036,42025259
2026-07-11T19:17:00Z,alerting,eu-central-1,t-02243,6034,76,20.73,44.24,78.57,10542560,15519098
2026-07-11T19:21:00Z,exporter,us-west-2,t-01878,2874,7,60.22,163.36,271.18,3716990,4941668
2026-07-11T19:06:00Z,query-api,us-west-2,t-02602,9000,54,65.39,145.48,261.88,21595583,39853004
2026-07-11T19:16:00Z,exporter,ap-southeast-2,t-00022,990,12,37.89,73.76,104.61,1466793,3499023
2026-07-11T19:53:00Z,ingest-api,us-west-2,t-00770,11147,60,20.47,54.48,107.11,11234972,64453731
2026-07-11T19:18:00Z,exporter,ap-southeast-2,t-01564,2828,38,43.36,95.77,198.07,1545995,10157335
2026-07-11T19:34:00Z,exporter,ap-southeast-2,t-00240,4685,69,77.36,157.08,286.97,3363784,15623943
2026-07-11T19:16:00Z,exporter,us-east-1,t-03037,5015,42,32.75,84.51,137.84,2075013,10217250
2026-07-11T19:23:00Z,exporter,us-west-2,t-03569,10031,9,45.84,110.27,148.11,21936438,11794340
2026-07-11T19:45:00Z,alerting,ap-southeast-2,t-03546,1189,14,52.14,144.15,205.03,736929,4491020
2026-07-11T19:45:00Z,query-api,us-west-2,t-00535,9314,93,39.66,100.65,136.10,20268276,17807414
2026-07-11T19:40:00Z,exporter,ap-southeast-2,t-00427,2414,34,73.89,141.25,287.49,5227978,3231827
2026-07-11T19:25:00Z,ingest-api,ap-southeast-2,t-01514,7085,100,36.11,74.42,101.54,5998014,13213039
2026-07-11T19:08:00Z,alerting,us-west-2,t-03884,2651,12,44.36,96.90,147.65,5948421,6991148
2026-07-11T19:03:00Z,alerting,eu-central-1,t-00050,1383,9,43.19,112.73,193.19,3311194,3523952
2026-07-11T19:57:00Z,query-api,eu-central-1,t-00304,6374,6,58.69,136.78,265.94,14112831,11337858
2026-07-11T19:27:00Z,query-api,eu-central-1,t-02767,4347,34,70.62,177.39,238.01,6658858,12522592
2026-07-11T19:47:00Z,query-api,us-east-1,t-03870,6350,51,36.88,102.39,154.61,14096914,14256886
2026-07-11T19:18:00Z,exporter,us-east-1,t-02351,6071,73,76.78,204.89,356.21,9797635,44740562
2026-07-11T19:39:00Z,query-api,eu-central-1,t-03336,2066,22,38.59,84.99,150.24,4671980,7150215
2026-07-11T19:48:00Z,alerting,us-west-2,t-03460,9019,112,26.78,73.54,136.19,15393638,59510226
2026-07-11T19:01:00Z,alerting,eu-central-1,t-01439,7037,9,49.04,134.30,199.94,14864577,52065163
2026-07-11T19:52:00Z,exporter,ap-southeast-2,t-01406,7870,42,50.96,132.77,233.49,7211724,39818518
2026-07-11T19:22:00Z,query-api,ap-southeast-2,t-02853,8005,0,55.87,106.37,214.25,19412519,16291301
2026-07-11T19:29:00Z,query-api,us-east-1,t-00550,11850,34,50.77,121.18,171.69,28178072,21841900
2026-07-11T19:14:00Z,query-api,us-east-1,t-02887,2585,1,63.16,174.58,289.12,4744286,2737627
2026-07-11T19:24:00Z,billing,eu-central-1,t-02760,10232,105,26.49,68.63,91.92,14236221,49176391
2026-07-11T19:27:00Z,alerting,ap-southeast-2,t-03734,35,0,55.24,142.04,298.03,25114,69717
2026-07-11T19:03:00Z,ingest-api,us-west-2,t-01301,7431,8,29.04,64.20,89.23,6077872,17821716
2026-07-11T19:04:00Z,query-api,eu-central-1,t-00097,6154,46,76.32,145.94,202.56,13313202,17911146
2026-07-11T19:50:00Z,exporter,us-west-2,t-01419,8787,105,73.20,165.60,225.14,13580078,25903522
2026-07-11T19:34:00Z,query-api,us-east-1,t-03765,9755,132,71.76,160.23,310.48,9932363,72297287
2026-07-11T19:46:00Z,billing,us-east-1,t-00796,10479,147,43.27,97.46,135.25,5838855,78906050
2026-07-11T19:57:00Z,billing,us-east-1,t-03456,4322,15,32.39,66.22,92.18,4932685,7932611
2026-07-11T19:02:00Z,billing,eu-central-1,t-00373,7699,99,39.28,79.56,165.33,15339551,58399378
2026-07-11T19:29:00Z,billing,eu-central-1,t-02161,4176,34,71.78,161.24,246.91,2051369,25937404
2026-07-11T19:58:00Z,alerting,us-east-1,t-03956,1157,14,26.64,62.91,88.31,2033404,8390281
2026-07-11T19:44:00Z,billing,us-west-2,t-01652,9485,106,38.51,91.25,164.84,6862802,34112542
2026-07-11T19:06:00Z,alerting,eu-central-1,t-02702,7721,93,66.47,163.22,298.42,4743614,25685123
2026-07-11T19:59:00Z,billing,ap-southeast-2,t-00935,8451,34,38.38,84.96,161.56,4674212,54401024
2026-07-11T19:18:00Z,exporter,ap-southeast-2,t-01476,11502,57,34.22,79.39,106.42,18792815,82186417
2026-07-11T19:06:00Z,exporter,us-west-2,t-00534,9857,10,24.81,47.05,62.78,9066911,14995655
2026-07-11T19:58:00Z,query-api,ap-southeast-2,t-03202,5510,51,61.36,124.64,246.13,8463783,28861322
2026-07-11T19:44:00Z,billing,eu-central-1,t-01799,464,0,67.83,189.70,264.04,1132873,575844
2026-07-11T19:11:00Z,exporter,ap-southeast-2,t-02122,4024,40,35.31,66.21,112.58,8614508,6665237
2026-07-11T19:07:00Z,ingest-api,ap-southeast-2,t-02228,7367,24,61.85,113.91,216.51,7928697,44811658
2026-07-11T19:05:00Z,exporter,ap-southeast-2,t-02475,10771,73,68.22,183.25,287.73,25866315,64248706
2026-07-11T19:33:00Z,ingest-api,eu-central-1,t-02289,9115,93,78.79,165.59,249.30,16317516,55473611
2026-07-11T19:51:00Z,query-api,eu-central-1,t-00838,526,5,70.49,162.46,222.49,361519,1727484
2026-07-11T19:04:00Z,alerting,eu-central-1,t-02696,769,9,44.35,101.41,194.68,1591074,4435956
2026-07-11T19:18:00Z,exporter,ap-southeast-2,t-03398,6782,88,23.49,44.89,60.69,13524715,16926770
2026-07-11T19:18:00Z,alerting,us-east-1,t-03804,11092,134,70.57,180.65,266.10,17319720,82397058
2026-07-11T19:38:00Z,billing,us-east-1,t-03079,10231,139,71.26,168.69,242.06,18392410,57144364
2026-07-11T19:11:00Z,ingest-api,eu-central-1,t-02921,2284,15,45.76,120.49,175.84,3516991,12182778
2026-07-11T19:11:00Z,ingest-api,eu-central-1,t-02940,10872,148,27.51,65.83,112.79,28181319,55818291
2026-07-11T19:19:00Z,alerting,us-west-2,t-01238,3952,3,22.30,55.09,95.64,6485403,15083378
2026-07-11T19:27:00Z,ingest-api,eu-central-1,t-02833,5249,58,35.02,96.33,170.52,12507138,23138900
2026-07-11T19:20:00Z,ingest-api,eu-central-1,t-01910,11079,165,22.28,59.15,117.80,13851960,40243072
2026-07-11T19:11:00Z,exporter,us-east-1,t-01242,10410,119,63.50,154.07,290.99,18702152,9889032
2026-07-11T19:23:00Z,billing,eu-central-1,t-00898,328,2,39.28,103.40,158.74,310597,803449
2026-07-11T19:38:00Z,ingest-api,us-west-2,t-00745,2479,19,63.31,150.45,199.88,1579777,15562199
2026-07-11T19:36:00Z,billing,us-east-1,t-00702,1901,15,20.82,45.58,91.82,4151450,11624714
2026-07-11T19:48:00Z,ingest-api,us-west-2,t-02897,8866,30,29.38,75.66,105.09,18860874,18427697
2026-07-11T19:16:00Z,query-api,us-east-1,t-02395,3067,43,48.37,132.23,210.17,6920306,18225341
2026-07-11T19:31:00Z,ingest-api,us-east-1,t-01797,1974,23,25.93,56.27,117.09,4204022,4242688
2026-07-11T19:04:00Z,query-api,eu-central-1,t-03562,2169,31,79.57,220.09,448.00,2111126,12138989
2026-07-11T19:23:00Z,ingest-api,us-east-1,t-02391,11510,38,62.56,145.67,251.36,14080832,56795246
2026-07-11T19:33:00Z,alerting,eu-central-1,t-01199,112,1,38.67,93.67,136.21,190795,598090
2026-07-11T19:32:00Z,query-api,ap-southeast-2,t-00980,2860,12,68.97,148.83,228.44,4574469,5868699
2026-07-11T19:37:00Z,query-api,us-east-1,t-03562,9856,38,45.56,124.23,174.16,17566644,25408726
2026-07-11T19:13:00Z,exporter,us-west-2,t-02609,11316,6,73.06,199.25,370.70,9508951,10314172
2026-07-11T19:25:00Z,query-api,us-east-1,t-01533,8947,108,59.34,132.26,177.97,4038413,35102482
2026-07-11T19:33:00Z,alerting,us-west-2,t-02380,8862,43,79.40,158.40,217.80,8218151,30450749
2026-07-11T19:29:00Z,ingest-api,eu-central-1,t-00724,11444,156,28.05,73.48,122.41,12796729,24283419
2026-07-11T19:09:00Z,exporter,us-west-2,t-00370,2614,7,55.29,121.61,221.21,2053020,10547287
2026-07-11T19:14:00Z,ingest-api,us-east-1,t-02312,11410,98,40.94,113.17,183.29,20430021,32535405
2026-07-11T19:56:00Z,exporter,eu-central-1,t-02142,10485,25,74.11,169.83,264.58,11479438,60264906
2026-07-11T19:34:00Z,alerting,ap-southeast-2,t-01914,2299,15,61.96,119.51,211.90,931382,17411557
2026-07-11T19:45:00Z,alerting,us-west-2,t-01919,5083,71,63.83,133.30,253.76,8540024,7811975
2026-07-11T19:23:00Z,exporter,us-west-2,t-03796,6688,54,61.88,115.34,241.21,9821970,25312029
2026-07-11T19:23:00Z,ingest-api,us-east-1,t-02723,5942,3,76.23,178.33,250.33,6524343,10974566
2026-07-11T19:08:00Z,query-api,eu-central-1,t-00684,10746,64,30.29,73.50,129.43,5322114,63624382
2026-07-11T19:59:00Z,ingest-api,us-west-2,t-00310,11617,139,73.45,191.45,372.63,16166092,81578007
2026-07-11T19:39:00Z,exporter,eu-central-1,t-03660,5313,74,76.62,199.08,394.92,8514798,19822028
2026-07-11T19:29:00Z,query-api,us-west-2,t-02891,5865,1,36.45,76.62,108.70,12500526,5800276
2026-07-11T19:14:00Z,query-api,eu-central-1,t-00239,10181,62,69.70,188.15,273.76,10650724,25329118
2026-07-11T19:42:00Z,billing,eu-central-1,t-03621,4646,56,78.73,173.35,352.96,6146825,14843108
2026-07-11T19:03:00Z,query-api,eu-central-1,t-00159,5966,77,57.14,132.92,198.51,12399689,39729881
2026-07-11T19:54:00Z,billing,us-west-2,t-00893,5872,49,72.24,186.17,258.31,2981192,22236350
2026-07-11T19:55:00Z,alerting,us-west-2,t-03717,2518,24,78.20,206.82,341.17,4638892,2910960
2026-07-11T19:30:00Z,exporter,eu-central-1,t-03943,8470,27,23.57,60.54,94.46,16127479,40750625
2026-07-11T19:57:00Z,exporter,eu-central-1,t-01075,11893,128,74.14,163.70,222.53,10573421,39563801
2026-07-11T19:09:00Z,alerting,eu-central-1,t-01244,10052,116,52.77,99.75,166.85,17379327,77146000
2026-07-11T19:10:00Z,query-api,eu-central-1,t-00984,7291,43,79.16,156.91,292.16,10859705,35029158
2026-07-11T19:40:00Z,ingest-api,us-east-1,t-02072,4166,53,65.95,183.90,293.65,9879382,20966695
2026-07-11T19:47:00Z,exporter,us-west-2,t-02142,2770,37,39.75,73.68,134.32,6694431,4588221
2026-07-11T19:33:00Z,ingest-api,us-east-1,t-00559,11439,79,32.32,88.21,181.59,7714341,85677466
2026-07-11T19:01:00Z,exporter,us-east-1,t-02106,5719,23,30.47,63.37,110.68,2626877,20392937
2026-07-11T19:25:00Z,alerting,ap-southeast-2,t-03847,4629,29,78.18,182.64,272.82,3151224,24272373
2026-07-11T19:47:00Z,exporter,ap-southeast-2,t-03630,8799,86,48.11,97.44,172.33,21206953,11606377
2026-07-11T19:09:00Z,exporter,ap-southeast-2,t-00879,6513,70,49.94,98.85,146.01,6651549,33174376
2026-07-11T19:33:00Z,alerting,ap-southeast-2,t-00713,48,0,23.20,61.27,89.21,29419,85944
2026-07-11T19:39:00Z,ingest-api,us-east-1,t-01066,2314,17,58.01,112.11,165.48,2175273,8566345
2026-07-11T19:42:00Z,ingest-api,us-east-1,t-02770,4875,52,45.48,116.85,166.86,12483701,24636078
2026-07-11T19:09:00Z,alerting,us-east-1,t-03921,3824,26,48.33,128.88,174.41,9038774,10886420
2026-07-11T19:26:00Z,billing,us-west-2,t-03419,3487,25,28.63,58.60,119.47,1676923,24800025
2026-07-11T19:34:00Z,alerting,us-west-2,t-02931,9245,109,20.87,51.81,88.82,10219727,34182221
2026-07-11T19:03:00Z,billing,eu-central-1,t-00726,5614,66,36.44,72.70,133.85,14212728,25686947
2026-07-11T19:26:00Z,exporter,us-east-1,t-00689,1768,5,79.57,204.64,390.42,1141083,8952712
2026-07-11T19:10:00Z,alerting,ap-southeast-2,t-02503,7039,7,47.67,114.60,178.54,10762230,13437970
2026-07-11T19:25:00Z,billing,us-east-1,t-00941,3837,7,58.64,151.24,316.86,9323353,6054760
2026-07-11T19:32:00Z,alerting,eu-central-1,t-03779,1071,1,67.71,160.97,266.71,1543718,3229615
2026-07-11T19:23:00Z,alerting,us-west-2,t-03892,9607,8,20.65,43.81,76.84,17985026,54347278
2026-07-11T19:35:00Z,query-api,us-west-2,t-02029,8553,11,32.00,83.01,167.79,13563876,64621975
2026-07-11T19:54:00Z,exporter,us-west-2,t-03184,10115,49,65.08,150.25,229.76,13203394,51790499
2026-07-11T19:00:00Z,query-api,ap-southeast-2,t-03429,11951,161,26.15,65.42,108.79,20988359,18298851
2026-07-11T19:40:00Z,exporter,eu-central-1,t-03590,8771,84,76.54,185.12,319.67,10688821,27170711
2026-07-11T19:56:00Z,billing,eu-central-1,t-00593,305,3,40.64,75.94,122.15,171805,2060394
2026-07-11T19:50:00Z,query-api,eu-central-1,t-02958,9878,78,23.48,55.06,79.05,16687520,51438197
2026-07-11T19:31:00Z,ingest-api,us-east-1,t-01086,6134,14,22.59,54.72,111.22,15297934,11266604
2026-07-11T19:58:00Z,alerting,eu-central-1,t-03528,6525,43,63.60,160.04,333.12,7813919,25487192
2026-07-11T19:33:00Z,query-api,eu-central-1,t-02891,6408,76,31.29,87.34,181.95,15023874,6112476
2026-07-11T19:39:00Z,billing,ap-southeast-2,t-03665,3373,49,26.63,68.16,98.13,3562547,7716040
2026-07-11T19:45:00Z,query-api,us-east-1,t-00056,9311,8,47.90,89.15,131.45,20414571,30673017
2026-07-11T19:51:00Z,query-api,ap-southeast-2,t-00572,1044,13,41.22,94.93,151.81,2404358,5003280
2026-07-11T19:22:00Z,billing,eu-central-1,t-01285,387,0,20.41,52.46,77.59,646645,2135788
2026-07-11T19:14:00Z,alerting,eu-central-1,t-02909,9048,36,54.51,144.00,276.49,21384566,64949292
2026-07-11T19:49:00Z,ingest-api,us-west-2,t-00492,1562,3,63.01,133.00,276.00,2883520,3295037
2026-07-11T19:07:00Z,query-api,us-west-2,t-02705,3979,42,74.46,193.57,336.22,5164104,25736411
2026-07-11T19:12:00Z,alerting,us-east-1,t-01564,4212,17,40.99,85.23,131.56,1700127,19742534
2026-07-11T19:33:00Z,alerting,us-east-1,t-03743,11938,91,30.03,73.68,136.03,19994817,65504328
2026-07-11T19:59:00Z,exporter,us-east-1,t-02009,10678,23,79.36,188.29,267.20,8137594,20040647
2026-07-11T19:24:00Z,query-api,us-west-2,t-02005,5557,46,45.44,106.06,165.48,11431890,28026229
2026-07-11T19:56:00Z,query-api,us-west-2,t-00087,1108,11,62.31,131.72,267.73,1428775,6171056
2026-07-11T19:58:00Z,alerting,ap-southeast-2,t-01990,5248,65,28.13,59.39,79.59,3304831,30527840
2026-07-11T19:10:00Z,query-api,us-east-1,t-03646,41,0,41.33,111.36,197.77,34555,230287
2026-07-11T19:49:00Z,billing,us-east-1,t-00051,10292,56,26.40,50.14,69.91,4489441,39448396
2026-07-11T19:04:00Z,exporter,us-west-2,t-00483,5460,59,50.50,135.39,181.04,2775696,31702589
2026-07-11T19:06:00Z,ingest-api,ap-southeast-2,t-03592,8707,48,48.49,98.15,176.90,9572823,10677146
2026-07-11T19:59:00Z,alerting,us-east-1,t-03862,3875,29,57.27,110.76,170.74,9080081,7555545
2026-07-11T19:57:00Z,alerting,ap-southeast-2,t-00194,10364,86,62.19,127.83,170.42,20479259,17468041
2026-07-11T19:00:00Z,query-api,us-east-1,t-03116,115,1,64.16,151.81,233.01,95511,456570
2026-07-11T19:52:00Z,alerting,eu-central-1,t-02912,10235,84,37.19,88.29,126.93,15580782,15442177
2026-07-11T19:49:00Z,exporter,ap-southeast-2,t-00257,5680,17,40.73,98.48,149.72,6304395,41749471
2026-07-11T19:32:00Z,billing,us-west-2,t-02125,6721,18,25.01,49.66,86.54,13539559,27279087
2026-07-11T19:09:00Z,query-api,us-east-1,t-01484,6401,88,54.00,112.18,196.38,11280595,42933838
2026-07-11T19:47:00Z,query-api,ap-southeast-2,t-01931,8503,32,77.73,215.66,392.56,14936712,26928536
2026-07-11T19:06:00Z,exporter,us-east-1,t-01698,6665,63,58.24,129.26,263.24,15015233,24819803
2026-07-11T19:33:00Z,alerting,us-east-1,t-03184,10985,118,39.16,92.58,175.50,14470392,30285168
2026-07-11T19:49:00Z,exporter,us-east-1,t-00747,3171,24,70.55,191.33,289.85,1927178,6064910
2026-07-11T19:53:00Z,query-api,us-east-1,t-03276,943,5,26.55,55.46,73.97,1738094,3436064
2026-07-11T19:52:00Z,query-api,us-east-1,t-02552,1983,16,55.50,123.57,180.63,3874728,13193637
2026-07-11T19:33:00Z,alerting,us-east-1,t-03846,206,1,68.72,175.02,328.60,225365,236758
2026-07-11T19:23:00Z,exporter,ap-southeast-2,t-02578,2193,31,39.11,99.47,159.96,3343588,10813393
2026-07-11T19:35:00Z,exporter,ap-southeast-2,t-03020,4767,39,43.51,115.05,221.46,1988387,23278508
2026-07-11T19:20:00Z,ingest-api,us-west-2,t-01694,5599,79,48.32,116.94,157.52,10444392,27741532
2026-07-11T19:32:00Z,billing,ap-southeast-2,t-03814,3537,36,35.89,80.51,152.75,3595259,24723311
2026-07-11T19:11:00Z,query-api,us-east-1,t-01508,2187,4,75.84,179.95,373.64,3506209,16795437
2026-07-11T19:44:00Z,billing,ap-southeast-2,t-02185,9560,63,62.56,145.57,205.02,12054681,70634312
2026-07-11T19:46:00Z,ingest-api,eu-central-1,t-01992,3578,30,79.95,162.99,317.01,8230472,12484198
2026-07-11T19:44:00Z,query-api,us-east-1,t-00173,10887,0,52.84,120.42,161.89,26166799,55045177
2026-07-11T19:06:00Z,query-api,us-west-2,t-02972,2825,18,54.25,149.07,194.99,1539504,6458212
2026-07-11T19:20:00Z,query-api,ap-southeast-2,t-00896,3008,24,42.93,98.26,133.53,5528414,13372170
2026-07-11T19:21:00Z,alerting,eu-central-1,t-02956,6625,55,41.36,105.31,180.36,15699362,11086800
2026-07-11T19:54:00Z,billing,us-east-1,t-00022,8620,96,64.81,149.57,258.29,14554349,44175146
2026-07-11T19:57:00Z,ingest-api,ap-southeast-2,t-02228,11017,138,25.94,72.30,134.35,20610183,10265836
2026-07-11T19:41:00Z,exporter,us-west-2,t-00111,10337,77,36.19,81.66,133.14,20646828,15317884
